name,rank,type,founded,religon,schedule,location_type,phone_num,alumni_sal,four_year_grad_rate,sport_assoc,usnews_score,six_year_grad_rate,six_year_with_pell,six_year_without_pell,percent_class_less_twenty,percent_class_more_fifty,student_to_fac,app_deadline,app_fee,acceptance_rate,sat_1400-1600,sat_1200-1399,sat_1000-1199,sat_800-999,sat_600-799,sat_400-599,total_enroll,undergrad_enroll,grad_enroll,tuition,room_and_board,fed_debt,fed_debt_not_grad
Virginia Commonwealth University,172,Public,1838.0,None,Semester,Urban,(804) 828-0100,48200.0,44.0,NCAA I,53.0,66.0,62.0,68.0,42.4,15.0,18:1,N/A,70.0,91.0,5.99,30.71,52.97,10.21,0.12,0.0,29070.0,21943.0,7127.0,22500.0,9250.0,15028.0,35676.0
Missouri University of Science and Technology,179,Public,1870.0,None,Semester,Rural,(573) 341-4111,69200.0,24.0,NCAA II,52.0,65.0,55.0,70.0,47.1,10.0,18:1,July 1,N/A,81.0,20.0,64.0,16.0,0.0,0.0,0.0,7645.0,6086.0,1559.0,24250.0,8500.0,11234.0,31286.0
Montclair State University,179,Public,1908.0,None,Semester,Suburban,(973) 655-4000,49100.0,45.0,NCAA III,52.0,68.0,65.0,70.0,26.4,3.0,18:1,March 1,65.0,83.0,0.5,15.1,58.3,24.1,2.1,0.0,21005.0,16374.0,4631.0,23250.0,8750.0,13298.0,21417.0
Ohio University,179,Public,1804.0,None,Semester,N/A,(740) 593-1000,50000.0,48.0,NCAA I,52.0,65.0,55.0,70.0,32.6,11.0,16:1,Feb. 1,50.0,87.0,N/A,N/A,N/A,N/A,N/A,N/A,25343.0,18913.0,6430.0,20834.0,7328.0,12660.0,22810.0
Rowan University,179,Public,1923.0,None,Semester,Suburban,(856) 256-4400,50200.0,48.0,NCAA III,52.0,71.0,57.0,72.0,45.3,0.0,17:1,July 15,65.0,79.0,4.93,29.01,51.84,13.94,0.28,0.0,19678.0,15963.0,3715.0,21336.0,9500.0,14377.0,23409.0
University of Houston,179,Public,1927.0,None,Semester,Urban,(713) 743-1000,56000.0,36.0,NCAA I,52.0,59.0,61.0,63.0,24.4,27.0,23:1,May 31,75.0,63.0,7.78,46.01,42.87,3.25,0.09,0.0,47090.0,39165.0,7925.0,18750.0,8244.0,11870.0,27110.0
University of Idaho,28,Public,1889.0,None,Semester,Rural,(208) 885-6111,51800.0,37.0,NCAA I,52.0,57.0,54.0,63.0,64.6,7.0,16:1,rolling,60.0,74.0,3.0,24.0,47.0,23.0,2.0,0.0,10791.0,8366.0,2425.0,22550.0,9750.0,8340.0,27576.0
University of Massachusetts--Lowell,179,Public,1894.0,None,Semester,City,(978) 934-4000,58400.0,44.0,NCAA I,52.0,65.0,67.0,70.0,30.6,11.0,19:1,Feb. 1,60.0,75.0,9.0,50.0,41.0,0.0,0.0,0.0,18369.0,13815.0,4554.0,25000.0,8764.0,15698.0,33624.0
Washington State University,179,Public,1890.0,None,Semester,Rural,(509) 335-3564,55300.0,37.0,NCAA I,52.0,60.0,51.0,62.0,34.2,19.0,16:1,rolling,50.0,80.0,3.2,25.8,52.4,17.6,1.0,0.0,31159.0,25470.0,5689.0,20000.0,9213.0,12417.0,27733.0
Oklahoma State University,187,Public,1890.0,None,Semester,City,(405) 744-5000,52000.0,44.0,NCAA I,51.0,63.0,51.0,69.0,36.6,20.0,18:1,rolling,40.0,67.0,5.0,30.0,47.0,16.0,2.0,0.0,24405.0,20307.0,4098.0,20500.0,8390.0,9019.0,24539.0
Pacific University,187,Private,1849.0,None,Semester,Suburban,(503) 352-6151,48400.0,58.0,NCAA III,51.0,66.0,57.0,67.0,57.2,3.0,10:1,Aug. 15,40.0,89.0,0.88,14.1,51.98,29.96,3.08,0.0,3808.0,1758.0,2050.0,25000.0,5500.0,50070.0,13892.0
Robert Morris University,187,Private,1921.0,None,Semester,Suburban,(412) 397-3000,49600.0,55.0,NCAA I,51.0,65.0,59.0,73.0,57.8,0.0,14:1,rolling,30.0,86.0,2.0,22.0,61.0,15.0,0.0,0.0,4134.0,3312.0,822.0,27000.0,9500.0,32770.0,12320.0
St. John Fisher College,187,Private,1948.0,Roman Catholic,Semester,Suburban,(585) 385-8000,45500.0,65.0,NCAA III,51.0,73.0,69.0,73.0,28.5,3.0,12:1,rolling,N/A,68.0,2.0,35.0,54.0,9.0,0.0,0.0,3610.0,2692.0,918.0,23250.0,8120.0,36352.0,13020.0
Union University,187,Private,1823.0,Southern Baptist,Semester,City,(731) 668-1818,46100.0,57.0,NCAA II,51.0,69.0,56.0,70.0,75.7,0.0,9:1,rolling,35.0,58.0,11.0,43.0,33.0,13.0,0.0,0.0,3071.0,2096.0,975.0,23251.0,12000.0,35660.0,10360.0
University of Detroit Mercy,187,Private,1877.0,Roman Catholic,Semester,Urban,(313) 993-1000,53700.0,59.0,NCAA I,51.0,67.0,62.0,78.0,53.1,2.0,11:1,March 1,N/A,79.0,11.0,5.0,29.0,55.0,0.0,0.0,4987.0,2633.0,2354.0,24250.0,9500.0,30154.0,10240.0
University of Louisville,187,Public,1798.0,Undenominational,Semester,Urban,(502) 852-5555,48800.0,37.0,NCAA I,51.0,58.0,50.0,65.0,42.2,9.0,14:1,Aug. 1,25.0,66.0,8.0,32.0,49.0,11.0,0.0,0.0,22211.0,15927.0,6284.0,20500.0,7500.0,12370.0,28508.0
University of North Carolina--Wilmington,187,Public,1947.0,None,Semester,Urban,(910) 962-3000,44300.0,57.0,NCAA I,51.0,73.0,66.0,76.0,46.1,7.0,17:1,Feb. 1,80.0,68.0,3.0,63.6,33.4,0.0,0.0,0.0,17915.0,14650.0,3265.0,20175.0,8250.0,7238.0,21303.0
University of Saint Joseph,187,Private,1932.0,Roman Catholic,Semester,Suburban,(860) 232-4571,52300.0,46.0,NCAA III,51.0,61.0,49.0,63.0,71.4,0.0,7:1,rolling,N/A,78.0,0.0,17.0,56.0,25.0,2.0,0.0,2305.0,898.0,1407.0,27000.0,12500.0,42934.0,12732.0
Biola University,196,Private,1908.0,Multiple Protestant Denomination,Semester,Suburban,(562) 903-6000,47900.0,56.0,NCAA II,50.0,73.0,65.0,74.0,58.6,4.0,14:1,rolling,45.0,64.0,9.0,35.0,43.0,13.0,0.0,0.0,5816.0,3682.0,2134.0,24844.0,9500.0,44382.0,11712.0
Indiana University-Purdue University--Indianapolis,196,Public,1969.0,None,Semester,Urban,(317) 274-5555,50200.0,33.0,NCAA I,50.0,49.0,46.0,57.0,46.3,10.0,16:1,May 15,65.0,79.0,1.9,20.2,55.0,22.2,0.7,0.0,29390.0,20966.0,8424.0,21458.0,7983.0,10044.0,32101.0
Mississippi State University,196,Public,1878.0,None,Semester,Rural,(662) 325-2323,50700.0,40.0,NCAA I,50.0,60.0,47.0,72.0,49.6,13.0,16:1,rolling,40.0,80.0,7.3,33.2,48.3,10.2,0.98,0.0,22986.0,18803.0,4183.0,22865.0,8400.0,9220.0,24900.0
Towson University,196,Public,1866.0,None,Semester,Suburban,(410) 704-2000,49200.0,48.0,NCAA I,50.0,72.0,73.0,73.0,29.8,3.0,16:1,Jan. 15,45.0,79.0,2.0,23.0,67.0,8.0,0.0,0.0,21917.0,18730.0,3187.0,18929.0,10216.0,9354.0,22532.0
University of New Mexico,196,Public,1889.0,None,Semester,Urban,(505) 277-0111,46200.0,34.0,NCAA I,50.0,51.0,49.0,56.0,49.3,10.0,11:1,rolling,25.0,54.0,2.59,19.41,40.89,29.67,6.97,0.48,22244.0,16124.0,6120.0,18750.0,9983.0,8863.0,24924.0
University of Wyoming,196,Public,1886.0,None,Semester,Suburban,(307) 766-1121,53400.0,33.0,NCAA I,50.0,59.0,52.0,61.0,45.8,11.0,14:1,Aug. 10,40.0,94.0,4.5,30.9,50.8,13.6,0.2,0.0,11829.0,9342.0,2487.0,18356.0,7577.0,6097.0,20647.0
Ball State University,202,Public,1918.0,None,Semester,Suburban,(765) 289-1241,44300.0,54.0,NCAA I,49.0,64.0,58.0,71.0,37.6,7.0,14:1,Aug. 10,60.0,69.0,1.75,24.03,59.1,3.13,0.69,0.0,21597.0,15780.0,5817.0,23500.0,7500.0,10248.0,27406.0
Bellarmine University,202,Private,1950.0,Roman Catholic,Semester,Urban,(502) 272-8000,48100.0,55.0,NCAA I,49.0,66.0,50.0,71.0,59.1,2.0,13:1,Aug. 15,25.0,82.0,6.0,36.0,38.0,20.0,0.0,0.0,3293.0,2484.0,809.0,25000.0,5768.0,44520.0,9030.0
Bethel University (MN),202,Private,1871.0,Baptist,4-1-4,Suburban,(651) 638-6400,49700.0,64.0,NCAA III,49.0,74.0,67.0,77.0,59.6,1.0,12:1,rolling,N/A,87.0,15.22,32.61,36.96,15.22,0.0,0.0,4149.0,2710.0,1439.0,21500.0,10167.0,40080.0,11150.0
Florida A&M University,202,Public,1887.0,None,Semester,City,(850) 599-3000,48300.0,21.0,NCAA I,49.0,52.0,55.0,59.0,40.4,7.0,14:1,May 1,35.0,33.0,0.56,12.04,78.93,7.69,0.78,0.0,9184.0,7402.0,1782.0,25000.0,12250.0,5785.0,17725.0
Florida Institute of Technology,202,Private,1958.0,None,Semester,Suburban,(321) 674-8000,59700.0,43.0,NCAA II,49.0,60.0,55.0,62.0,56.7,6.0,15:1,rolling,N/A,70.0,9.7,50.0,39.5,0.8,0.0,0.0,6795.0,3475.0,3320.0,26895.0,9500.0,43246.0,13396.0
Hampton University,202,Private,1868.0,None,Semester,Urban,(757) 727-5000,52600.0,41.0,NCAA I,49.0,59.0,54.0,64.0,57.7,5.0,15:1,March 1,50.0,36.0,1.0,15.0,48.0,36.0,0.0,0.0,3516.0,3063.0,453.0,26000.0,9500.0,29287.0,12986.0
Illinois State University,202,Public,1857.0,None,Semester,Urban,(309) 438-2181,49200.0,50.0,NCAA I,49.0,69.0,56.0,73.0,38.3,10.0,19:1,April 1,50.0,81.0,2.94,24.94,57.08,14.92,0.11,0.0,20720.0,17987.0,2733.0,19500.0,7500.0,14757.0,26281.0
Loyola University New Orleans,202,Private,1912.0,Roman Catholic,Semester,Urban,(504) 865-2011,44600.0,50.0,NAIA,49.0,60.0,52.0,63.0,37.9,2.0,13:1,rolling,N/A,72.0,3.0,29.0,56.0,12.0,0.0,0.0,4496.0,3219.0,1277.0,26000.0,8750.0,43498.0,13992.0
Maryville University of St. Louis,202,Private,1872.0,None,Semester,Suburban,(800) 627-9855,46400.0,56.0,NCAA II,49.0,73.0,85.0,71.0,66.2,1.0,13:1,Aug. 28,N/A,95.0,2.0,30.0,52.0,16.0,0.0,0.0,10979.0,5504.0,5475.0,23250.0,8750.0,27166.0,12000.0
Misericordia University,202,Private,1924.0,Roman Catholic,Semester,Suburban,(866) 262-6363,45300.0,67.0,NCAA III,49.0,72.0,72.0,75.0,55.0,0.0,10:1,rolling,35.0,83.0,N/A,N/A,N/A,N/A,N/A,N/A,2398.0,1845.0,553.0,27000.0,8750.0,35940.0,14520.0
Sacred Heart University,202,Private,1963.0,Roman Catholic,Semester,Suburban,(203) 371-7999,54100.0,67.0,NCAA I,49.0,72.0,65.0,74.0,35.9,3.0,14:1,July 28,50.0,66.0,3.0,49.0,48.0,0.0,0.0,0.0,9313.0,6417.0,2896.0,25250.0,8740.0,45230.0,16868.0
California State University--Fresno,213,Public,1911.0,None,Semester,Urban,(559) 278-4240,48800.0,19.0,NCAA I,48.0,56.0,55.0,64.0,14.4,9.0,24:1,Nov. 30,70.0,90.0,1.1,9.2,40.9,42.7,6.0,0.0,25341.0,22611.0,2730.0,14974.0,8326.0,6651.0,12789.0
East Carolina University,213,Public,1907.0,None,Semester,City,(252) 328-6131,47200.0,42.0,NCAA I,48.0,65.0,63.0,68.0,32.6,14.0,19:1,March 1,75.0,88.0,0.75,15.42,64.6,19.08,0.15,0.0,28798.0,23056.0,5742.0,24409.0,8750.0,7316.0,23593.0
George Fox University,213,Private,1891.0,Friends,Semester,Suburban,(503) 538-8383,50700.0,54.0,NCAA III,48.0,69.0,66.0,69.0,48.3,3.0,16:1,rolling,N/A,91.0,3.0,32.0,49.0,15.0,1.0,0.0,4108.0,2481.0,1627.0,24500.0,8250.0,38520.0,12700.0
Kent State University,213,Public,1910.0,None,Semester,Suburban,(330) 672-3000,44200.0,45.0,NCAA I,48.0,60.0,53.0,69.0,51.5,8.0,20:1,May 1,50.0,84.0,1.62,23.23,59.57,15.06,0.51,0.0,27019.0,21621.0,5398.0,25000.0,8750.0,11924.0,20800.0
Lipscomb University,213,Private,1891.0,Churches of Christ,Semester,Suburban,(615) 966-1000,48200.0,59.0,NCAA I,48.0,65.0,54.0,72.0,58.2,7.0,14:1,rolling,50.0,62.0,6.79,38.89,46.91,7.41,0.0,0.0,4884.0,2997.0,1887.0,21250.0,9070.0,35752.0,13976.0
Nova Southeastern University,213,Private,1964.0,None,Trimester,Suburban,(800) 541-6682,50800.0,54.0,NCAA II,48.0,55.0,63.0,62.0,62.7,5.0,17:1,Feb. 1,50.0,76.0,N/A,N/A,N/A,N/A,N/A,N/A,20888.0,6314.0,14574.0,23750.0,8750.0,34570.0,14134.0
Pace University,213,Private,1906.0,None,Semester,Urban,(866) 722-3338,56100.0,46.0,NCAA II,48.0,56.0,52.0,62.0,52.1,3.0,14:1,Feb. 15,50.0,83.0,3.0,32.0,59.0,6.0,0.0,0.0,12835.0,7994.0,4841.0,25000.0,10750.0,48830.0,17466.0
Texas Tech University,213,Public,1923.0,None,Semester,City,(806) 742-2011,56400.0,37.0,NCAA I,48.0,61.0,57.0,65.0,26.8,28.0,19:1,Aug. 1,75.0,70.0,3.7,31.3,62.0,3.0,0.0,0.0,40322.0,33269.0,7053.0,21756.0,9500.0,11852.0,24092.0
Touro University,213,Private,1971.0,None,Semester,Urban,(646) 565-6000,54400.0,51.0,N/A,48.0,55.0,47.0,73.0,86.5,0.0,11:1,N/A,50.0,76.0,16.74,48.15,23.57,11.54,0.0,0.0,11699.0,5520.0,6179.0,15000.0,9063.0,20750.0,11550.0
University of Hartford,213,Private,1877.0,None,Semester,Suburban,(860) 768-4100,52800.0,46.0,NCAA I,48.0,60.0,49.0,68.0,71.5,0.0,8:1,rolling,35.0,77.0,N/A,N/A,N/A,N/A,N/A,N/A,6493.0,4521.0,1972.0,27000.0,6500.0,44885.0,13353.0
University of Maine,213,Public,1865.0,None,Semester,Rural,(207) 581-1865,52300.0,40.0,NCAA I,48.0,58.0,48.0,61.0,41.0,16.0,16:1,rolling,N/A,92.0,5.4,30.0,51.3,13.1,0.2,0.0,11741.0,9465.0,2276.0,25500.0,9250.0,11986.0,33586.0
Western New England University,213,Private,1919.0,None,Semester,Suburban,(413) 782-3111,58000.0,58.0,NCAA III,48.0,62.0,58.0,67.0,57.5,0.0,12:1,rolling,40.0,89.0,3.3,38.2,52.2,6.3,0.0,0.0,3702.0,2552.0,1150.0,26968.0,8250.0,40380.0,14430.0
Widener University,213,Private,1821.0,None,Semester,Suburban,(610) 499-4000,54900.0,53.0,NCAA III,48.0,63.0,56.0,69.0,63.6,2.0,13:1,rolling,N/A,75.0,1.0,25.0,61.0,13.0,0.0,0.0,6150.0,2912.0,3238.0,27000.0,9250.0,49706.0,14808.0
Wilkes University,213,Private,1933.0,None,Semester,City,(570) 408-5000,52800.0,53.0,NCAA III,48.0,62.0,57.0,69.0,66.1,4.0,13:1,rolling,40.0,92.0,2.12,30.82,56.94,8.94,1.18,0.0,4781.0,2243.0,2538.0,26000.0,6500.0,39914.0,15698.0
Gannon University,227,Private,1925.0,Roman Catholic,Semester,City,(814) 871-7000,51900.0,54.0,NCAA II,47.0,68.0,60.0,72.0,55.2,1.0,13:1,rolling,25.0,79.0,3.6,24.81,47.16,21.59,2.84,0.0,4251.0,3208.0,1043.0,27000.0,11000.0,34526.0,14600.0
Immaculata University,227,Private,1920.0,Roman Catholic,Semester,Suburban,(610) 647-4400,50100.0,55.0,NCAA III,47.0,67.0,67.0,71.0,76.9,0.0,10:1,rolling,N/A,83.0,3.0,14.0,60.0,23.0,1.0,0.0,2585.0,1614.0,971.0,27000.0,10587.0,27750.0,12620.0
New Mexico State University,227,Public,1888.0,None,Semester,City,(575) 646-0111,50500.0,26.0,NCAA I,47.0,48.0,45.0,56.0,62.1,8.0,16:1,rolling,25.0,63.0,1.0,14.0,50.0,32.0,3.0,0.0,14227.0,11575.0,2652.0,19123.0,6500.0,8044.0,25666.0
Regis University,227,Private,1877.0,Roman Catholic,Semester,Suburban,(800) 388-2366,57000.0,55.0,NCAA II,47.0,67.0,57.0,70.0,58.5,0.0,11:1,Aug. 1,N/A,78.0,3.0,22.0,55.0,20.0,1.0,0.0,6310.0,3197.0,3113.0,24968.0,16000.0,39610.0,12962.0
Russell Sage College,227,Private,1916.0,None,Semester,City,(518) 244-2000,45000.0,53.0,NCAA III,47.0,63.0,57.0,68.0,51.4,0.0,11:1,rolling,N/A,74.0,0.0,18.0,41.0,35.0,6.0,0.0,2389.0,1287.0,1102.0,23000.0,6500.0,33894.0,13302.0
Seattle Pacific University,227,Private,1891.0,Free Methodist,Quarter,Urban,(206) 281-2000,49400.0,50.0,NCAA II,47.0,68.0,50.0,72.0,59.2,2.0,13:1,Feb. 1,50.0,91.0,N/A,N/A,N/A,N/A,N/A,N/A,3601.0,2702.0,899.0,25000.0,11666.0,35646.0,13404.0
St. Catherine University,227,Private,1905.0,Roman Catholic,4-1-4,Urban,(651) 690-6000,47800.0,55.0,NCAA III,47.0,62.0,64.0,73.0,63.8,2.0,11:1,rolling,N/A,77.0,0,46.0,46.0,8.0,0.0,0.0,4277.0,2983.0,1294.0,25404.0,9500.0,46494.0,9600.0
University of Colorado Denver,227,Public,1912.0,None,Semester,Urban,(303) 315-5969,52300.0,21.0,N/A,47.0,47.0,47.0,42.0,43.7,9.0,18:1,rolling,50.0,66.0,3.0,25.0,48.0,22.0,2.0,0.0,24724.0,14995.0,9729.0,21467.0,8250.0,11580.0,32820.0
University of Massachusetts--Boston,227,Public,1964.0,None,Semester,N/A,(617) 287-6000,52300.0,25.0,NCAA III,47.0,49.0,49.0,50.0,34.0,8.0,17:1,March 1,60.0,80.0,3.0,24.0,54.0,18.0,1.0,0.0,16259.0,12871.0,3388.0,23041.0,10273.0,14677.0,35139.0
University of Massachusetts--Dartmouth,227,Public,1895.0,None,Semester,Suburban,(508) 999-8000,53600.0,34.0,NCAA III,47.0,54.0,47.0,56.0,47.3,9.0,15:1,rolling,60.0,76.0,2.0,21.0,54.0,21.0,2.0,0.0,7869.0,6027.0,1842.0,26000.0,8250.0,14408.0,30153.0
"University of Nevada, Reno",227,Public,1874.0,None,Semester,City,(775) 784-4700,52100.0,37.0,NCAA I,47.0,59.0,53.0,64.0,48.1,16.0,17:1,April 7,60.0,87.0,6.0,30.0,50.0,13.0,0.0,0.0,20729.0,16852.0,3877.0,19500.0,7500.0,8588.0,24680.0
University of North Carolina--Charlotte,227,Public,1946.0,None,Semester,Urban,(704) 687-8622,51900.0,38.0,NCAA I,47.0,61.0,63.0,66.0,24.7,25.0,20:1,June 1,75.0,80.0,4.4,45.06,48.27,2.14,0.13,0.0,30146.0,24175.0,5971.0,22623.0,8285.0,6994.0,20542.0
Central Michigan University,239,Public,1892.0,None,Semester,Rural,(989) 774-4000,47900.0,33.0,NCAA I,46.0,61.0,54.0,69.0,33.5,6.0,18:1,rolling,40.0,69.0,3.2,24.4,51.3,21.0,0.2,0.0,17344.0,13048.0,4296.0,27000.0,9916.0,13538.0,13538.0
Clarke University,239,Private,1843.0,Roman Catholic,Semester,Urban,(563) 588-6300,44500.0,60.0,NAIA,46.0,64.0,59.0,68.0,74.9,0.0,8:1,rolling,N/A,57.0,0.0,15.0,38.0,40.0,6.0,0.0,855.0,659.0,196.0,26995.0,6500.0,36870.0,10400.0
The College of St. Scholastica,239,Private,1912.0,Roman Catholic,Semester,Suburban,(218) 723-6000,52900.0,61.0,NCAA III,46.0,69.0,60.0,73.0,64.1,1.0,14:1,rolling,N/A,73.0,0.0,38.0,54.0,0.0,8.0,0.0,3712.0,2244.0,1468.0,20500.0,9094.0,39410.0,10696.0
Edgewood College,239,Private,1927.0,Roman Catholic,Semester,City,(608) 663-4861,47900.0,N/A,NCAA III,46.0,63.0,N/A,N/A,82.2,0.0,N/A,Aug. 1,30.0,72.0,N/A,N/A,N/A,N/A,N/A,N/A,2038.0,1407.0,631.0,25125.0,10017.0,31700.0,11700.0
Georgia State University,239,Public,1913.0,None,Semester,Urban,(404) 413-2000,49800.0,29.0,NCAA I,46.0,54.0,54.0,52.0,20.8,23.0,27:1,April 1,60.0,67.0,2.0,16.0,49.0,31.0,2.0,0.0,36343.0,28772.0,7571.0,21665.0,8250.0,11076.0,30114.0
Oklahoma City University,239,Private,1904.0,United Methodist,Semester,Urban,(405) 208-5000,45600.0,N/A,NAIA,46.0,64.0,N/A,N/A,76.7,1.0,N/A,rolling,50.0,72.0,N/A,N/A,N/A,N/A,N/A,N/A,2615.0,1526.0,1089.0,21486.0,8298.0,32744.0,11136.0
University of Indianapolis,239,Private,1902.0,United Methodist,4-1-4,Urban,(317) 788-3368,46700.0,51.0,NCAA II,46.0,59.0,48.0,68.0,55.4,1.0,13:1,rolling,N/A,73.0,2.0,16.0,51.0,29.0,2.0,0.0,5535.0,4168.0,1367.0,26100.0,7191.0,33520.0,12444.0
University of Missouri--St. Louis,239,Public,1963.0,None,Semester,Urban,(314) 516-5000,49000.0,42.0,NCAA II,46.0,54.0,46.0,64.0,55.4,7.0,19:1,Aug. 20,35.0,58.0,2.0,45.0,39.0,13.0,0.0,0.0,13878.0,10977.0,2901.0,20838.0,10959.0,11390.0,30570.0
University of North Carolina at Greensboro,239,Public,1891.0,None,Semester,Urban,(336) 334-5000,43500.0,46.0,NCAA I,46.0,56.0,56.0,62.0,38.8,13.0,16:1,rolling,65.0,88.0,1.41,14.52,58.0,25.0,0.44,0.0,19764.0,15995.0,3769.0,22695.0,8797.0,7404.0,22564.0
University of South Dakota,239,Public,1862.0,None,Semester,Rural,(877) 269-6837,45500.0,43.0,N/A,46.0,59.0,47.0,65.0,51.9,6.0,16:1,N/A,N/A,91.0,N/A,N/A,N/A,N/A,N/A,N/A,9459.0,7103.0,2356.0,23937.0,9169.0,9432.0,12942.0
Bowling Green State University,249,Public,1910.0,None,Semester,Rural,(419) 372-2531,46100.0,44.0,NCAA I,45.0,57.0,50.0,66.0,38.8,12.0,19:1,July 15,45.0,75.0,1.73,23.51,58.17,16.2,0.4,0.0,18142.0,14988.0,3154.0,25000.0,8251.0,11011.0,19000.0
Harding University,249,Private,1924.0,Churches of Christ,Semester,Suburban,(501) 279-4000,46900.0,50.0,NCAA II,45.0,69.0,62.0,74.0,59.9,4.0,14:1,rolling,50.0,55.0,N/A,N/A,N/A,N/A,N/A,N/A,4619.0,3574.0,1045.0,26000.0,10000.0,22470.0,7674.0
Lesley University,249,Private,1909.0,None,Semester,City,(617) 868-9600,45400.0,N/A,NCAA III,45.0,60.0,N/A,N/A,70.0,0.0,N/A,July 15,N/A,75.0,N/A,N/A,N/A,N/A,N/A,N/A,4510.0,2128.0,2382.0,22748.0,8750.0,29450.0,16630.0
Lincoln Memorial University,249,Private,1897.0,None,Semester,Rural,(423) 869-3611,42500.0,42.0,NCAA II,45.0,56.0,43.0,60.0,68.9,3.0,13:1,rolling,N/A,69.0,1.0,26.0,53.0,20.0,0.0,0.0,4885.0,1817.0,3068.0,18750.0,8250.0,24210.0,10674.0
Sam Houston State University,249,Public,1879.0,None,Semester,Rural,(936) 294-1111,47700.0,34.0,NCAA I,45.0,54.0,57.0,60.0,29.5,11.0,23:1,Aug. 1,50.0,92.0,0.49,8.4,62.48,28.13,0.49,0.0,21725.0,18790.0,2935.0,22240.0,9500.0,11034.0,23274.0
University of Memphis,123,Public,1912.0,None,Semester,Urban,(901) 678-2000,48500.0,28.0,NCAA I,45.0,49.0,43.0,60.0,47.9,8.0,16:1,July 1,25.0,85.0,N/A,N/A,N/A,N/A,N/A,N/A,22205.0,17383.0,4822.0,25000.0,10500.0,9912.0,16764.0
University of Missouri--Kansas City,249,Public,1929.0,None,Semester,Urban,(816) 235-1000,50100.0,30.0,NCAA I,45.0,49.0,43.0,61.0,67.5,5.0,16:1,June 15,45.0,63.0,16.66,27.78,27.78,25.0,2.78,0.0,16156.0,11036.0,5120.0,18750.0,9500.0,11112.0,28026.0
"University of Nevada, Las Vegas",249,Public,1957.0,None,Semester,Urban,(702) 895-3011,48900.0,17.0,NCAA I,45.0,44.0,41.0,47.0,37.5,13.0,19:1,June 1,60.0,81.0,5.1,29.2,48.9,15.7,1.2,0.0,31140.0,25862.0,5278.0,18750.0,8250.0,9886.0,25977.0
University of New England,249,Private,1831.0,None,Semester,Suburban,(207) 283-0171,51600.0,56.0,NCAA III,45.0,64.0,57.0,64.0,52.9,7.0,13:1,Feb. 15,40.0,87.0,2.0,28.0,58.0,12.0,0.0,0.0,7208.0,4065.0,3143.0,25989.0,6772.0,39820.0,14810.0
University of North Dakota,249,Public,1883.0,None,Semester,City,(800) 225-5863,52800.0,35.0,NCAA I,45.0,58.0,49.0,64.0,38.8,14.0,17:1,Aug. 16,35.0,87.0,1.08,25.94,56.22,16.22,0.54,0.0,13615.0,9796.0,3819.0,23265.0,10678.0,10626.0,15067.0
University of St. Francis,249,Private,1920.0,Roman Catholic,Semester,Suburban,(800) 735-7500,49500.0,38.0,NAIA,45.0,62.0,51.0,66.0,73.2,0.0,14:1,Aug. 1,N/A,60.0,1.0,21.0,49.0,27.0,2.0,0.0,3342.0,1627.0,1715.0,23500.0,11000.0,35000.0,10210.0
Utah State University,249,Public,1888.0,None,Semester,City,(435) 797-1000,51600.0,N/A,NCAA I,45.0,50.0,48.0,48.0,51.1,11.0,19:1,rolling,50.0,91.0,10.5,40.8,39.0,9.7,0.1,0.0,27691.0,24647.0,3044.0,14500.0,5739.0,8055.0,23434.0
Wayne State University,249,Public,1868.0,None,Semester,Urban,(313) 577-2424,50300.0,24.0,NCAA II,45.0,49.0,45.0,59.0,26.5,14.0,16:1,Aug. 1,25.0,68.0,2.6,23.04,51.53,22.69,0.11,0.04,26251.0,17513.0,8738.0,22250.0,10734.0,15199.0,32727.0
West Virginia University,249,Public,1867.0,None,Semester,Suburban,(304) 442-3146,53800.0,N/A,NCAA I,45.0,59.0,N/A,N/A,N/A,N/A,N/A,Aug. 1,45.0,84.0,N/A,N/A,N/A,N/A,N/A,N/A,26839.0,21086.0,5753.0,23421.0,6864.0,8976.0,25320.0
Azusa Pacific University,263,Private,1899.0,Evangelical Christian,Semester,Suburban,(626) 969-3434,47700.0,51.0,NCAA II,44.0,66.0,54.0,71.0,67.9,2.0,10:1,June 1,45.0,94.0,8.0,36.8,38.0,15.2,2.0,0.0,9006.0,4498.0,4508.0,24250.0,13750.0,41410.0,9302.0
Baker University,263,Private,1858.0,United Methodist,4-1-4,Rural,(785) 594-6451,45700.0,50.0,NAIA,44.0,61.0,54.0,66.0,75.9,0.0,12:1,rolling,N/A,93.0,N/A,N/A,N/A,N/A,N/A,N/A,1149.0,1149.0,N/A,26041.0,9500.0,31600.0,8522.0
Delaware State University,263,Public,1891.0,None,Semester,Suburban,(302) 857-6060,42300.0,34.0,NCAA I,44.0,42.0,45.0,53.0,52.3,2.0,16:1,rolling,35.0,39.0,0.21,4.89,34.75,54.84,5.2,0.1,4739.0,4131.0,608.0,26000.0,9500.0,8258.0,17294.0
Inter American University of Puerto Rico--San German,263,Private,1912.0,None,Semester,Urban,(787) 264-1912,46900.0,N/A,N/A,44.0,44.0,N/A,N/A,47.2,2.0,24:1,rolling,N/A,45.0,N/A,N/A,N/A,N/A,N/A,N/A,3710.0,3143.0,567.0,9000.0,4750.0,6012.0,5664.0
